,gene name,length
1160,ANKUB1,2736
1161,ANKZF1,2696
1162,ANLN,4974
1163,ANO1,5722
1164,ANO1-AS1,646
1165,ANO10,5686
1166,ANO2,3781
1167,ANO3,7301
1168,ANO3-AS1,1766
1169,ANO4,5091
1170,ANO5,7066
1171,ANO6,7264
1172,ANO7,5161
1173,ANO7L1,1720
1174,ANO8,4520
1175,ANO9,3268
1176,ANOS1,6323
1177,ANOS2P,1816
1178,ANP32A,2782
1179,ANP32AP1,737
1180,ANP32B,1747
1181,ANP32BP1,737
1182,ANP32BP2,545
1183,ANP32BP3,706
1184,ANP32CP,705
1185,ANP32D,1064
1186,ANP32E,3650
1187,ANPEP,4189
1188,ANTKMT,1129
1189,ANTXR1,7805
1190,ANTXR2,8753
1191,ANTXRL,2207
1192,ANTXRLP1,1829
1193,ANXA1,3626
1194,ANXA10,1441
1195,ANXA11,9507
1196,ANXA13,1600
1197,ANXA2,6355
1198,ANXA2P1,926
1199,ANXA2P2,1020
1200,ANXA2P3,1008
1201,ANXA2R,2234
1202,ANXA2R-AS1,5605
1203,ANXA2R-OT1,13289
1204,ANXA3,2245
1205,ANXA4,9573
1206,ANXA5,2585
1207,ANXA6,3753
1208,ANXA7,4886
1209,ANXA8,3994
1210,ANXA8L1,2217
1211,ANXA9,2970
1212,AOAH,6192
1213,AOAH-IT1,573
1214,AOC1,3409
1215,AOC2,2677
1216,AOC3,4404
1217,AOC4P,3187
1218,AOPEP,3914
1219,AOPEP-AS1,2250
1220,AOX1,5624
1221,AOX2P,3284
1222,AOX3P,2160
1223,AOX3P-AOX2P,4471
1224,AP1AR,6276
1225,AP1AR-DT,2036
1226,AP1B1,4979
1227,AP1B1P1,1298
1228,AP1B1P2,106
1229,AP1G1,8745
1230,AP1G2,3440
1231,AP1G2-AS1,3243
1232,AP1M1,13048
1233,AP1M2,1758
1234,AP1M2P1,968
1235,AP1S1,1431
1236,AP1S2,5475
1237,AP1S2P1,379
1238,AP1S3,5538
1239,AP2A1,3511
1240,AP2A2,4908
1241,AP2B1,6164
1242,AP2B1P1,2796
1243,AP2M1,3222
1244,AP2S1,1312
1245,AP3B1,16022
1246,AP3B2,8910
1247,AP3D1,5352
1248,AP3M1,5944
1249,AP3M2,3889
1250,AP3S1,1992
1251,AP3S1P1,562
1252,AP3S2,7164
1253,AP4B1,4250
1254,AP4B1-AS1,4517
1255,AP4E1,6766
1256,AP4M1,5423
1257,AP4S1,10260
1258,AP5B1,6980
1259,AP5M1,12184
1260,AP5S1,6741
1261,AP5Z1,5888
1262,APAF1,7462
1263,APBA1,6794
1264,APBA2,7835
1265,APBA3,2407
1266,APBB1,4562
1267,APBB1IP,4176
1268,APBB2,9472
1269,APBB3,2158
1270,APC,11480
1271,APC2,11874
1272,APCDD1,3803
1273,APCDD1L,4536
1274,APCDD1L-DT,6242
1275,APCS,925
1276,APEH,3448
1277,APELA,3462
1278,APEX1,1891
1279,APEX2,3362
1280,APH1A,2360
1281,APH1B,4179
1282,API5,4105
1283,API5P1,1510
1284,API5P2,1498
1285,APIP,2740
1286,APLF,3843
1287,APLN,3512
1288,APLNR,3660
1289,APLP1,3092
1290,APLP2,4207
1291,APMAP,2413
1292,APOA1,1402
1293,APOA1-AS,956
1294,APOA2,901
1295,APOA4,1471
1296,APOA5,3192
1297,APOB,14828
1298,APOBEC1,894
1299,APOBEC2,3842
1300,APOBEC3A,1479
1301,APOBEC3AP1,287
1302,APOBEC3B,1896
1303,APOBEC3B-AS1,691
1304,APOBEC3C,2677
1305,APOBEC3D,2675
1306,APOBEC3F,5018
1307,APOBEC3G,1780
1308,APOBEC3H,1143
1309,APOBEC4,2782
1310,APOBR,3832
1311,APOC1,1929
1312,APOC1P1,1155
1313,APOC2,3741
1314,APOC3,3469
1315,APOC4,775
1316,APOC4-APOC2,680
1317,APOD,1237
1318,APOE,2407
1319,APOF,1789
1320,APOH,1690
1321,APOL1,3055
1322,APOL2,6275
1323,APOL3,6521
1324,APOL4,4002
1325,APOL5,1438
1326,APOL6,10242
1327,APOLD1,4934
1328,APOM,1237
1329,APONP,514
1330,APOO,3130
1331,APOOL,6495
1332,APOOP1,592
1333,APOOP2,539
1334,APOOP3,586
1335,APOOP4,597
1336,APOOP5,566
1337,APP,4128
1338,APP-DT,4844
1339,APPAT,6247
1340,APPBP2,6516
1341,APPBP2-DT,2394
1342,APPL1,6404
1343,APPL2,5036
1344,APRG1,7366
1345,APRT,1392
1346,APTR,5773
1347,APTX,4007
1348,AQP1,3319
1349,AQP10,2292
1350,AQP11,2840
1351,AQP12A,1063
1352,AQP12B,1120
1353,AQP2,4180
1354,AQP3,1825
1355,AQP4,5684
1356,AQP4-AS1,12823
1357,AQP5,1510
1358,AQP5-AS1,2217
1359,AQP6,3122
1360,AQP7,4364
1361,AQP7B,4448
1362,AQP7P1,1045
1363,AQP7P2,1041
1364,AQP7P3,1041
1365,AQP7P4,1042
1366,AQP7P5,1049
1367,AQP8,1400
1368,AQP9,3241
1369,AQR,9620
1370,AR,12366
1371,ARAF,4834
1372,ARAFP1,605
1373,ARAFP2,559
1374,ARAFP3,490
1375,ARAP1,8957
1376,ARAP1-AS1,388
1377,ARAP1-AS2,1824
1378,ARAP2,7854
1379,ARAP3,5712
1380,ARB2A,7424
1381,ARB2BP,1089
1382,ARC,2950
1383,ARCN1,4240
1384,AREG,1713
1385,AREL1,5961
1386,ARF1,5940
1387,ARF1P1,544
1388,ARF1P2,538
1389,ARF1P3,511
1390,ARF3,5417
1391,ARF4,1954
1392,ARF4P1,541
1393,ARF4P2,526
1394,ARF4P3,509
1395,ARF4P4,520
1396,ARF5,1190
1397,ARF6,4010
1398,ARFGAP1,4323
1399,ARFGAP2,3487
1400,ARFGAP3,2767
1401,ARFGEF1,7509
1402,ARFGEF1-DT,3343
1403,ARFGEF2,9887
1404,ARFGEF3,14916
1405,ARFIP1,8683
1406,ARFIP2,4634
1407,ARFRP1,3726
1408,ARG1,1659
1409,ARG2,1911
1410,ARGFX,5047
1411,ARGFXP1,961
1412,ARGFXP2,949
1413,ARGLU1,3480
1414,ARGLU1-DT,9530
1415,ARHGAP1,4704
1416,ARHGAP10,3527
1417,ARHGAP11A,6390
1418,ARHGAP11A-DT,6247
1419,ARHGAP11A-SCG5,3763
1420,ARHGAP11B,3347
1421,ARHGAP11B-DT,8683
1422,ARHGAP12,5294
1423,ARHGAP15,4454
1424,ARHGAP15-AS1,5063
1425,ARHGAP16P,1548
1426,ARHGAP17,3591
1427,ARHGAP18,4484
1428,ARHGAP19,5651
1429,ARHGAP19-SLIT1,1876
1430,ARHGAP20,7139
1431,ARHGAP21,8764
1432,ARHGAP22,4215
1433,ARHGAP22-IT1,1062
1434,ARHGAP23,6505
1435,ARHGAP23P1,1937
1436,ARHGAP24,5852
1437,ARHGAP25,4046
1438,ARHGAP26,10102
1439,ARHGAP26-AS1,978
1440,ARHGAP26-IT1,932
1441,ARHGAP27,6550
1442,ARHGAP27P1-BPTFP1-KPNA2P3,4386
1443,ARHGAP27P2,676
1444,ARHGAP28,9512
1445,ARHGAP28-AS1,1225
1446,ARHGAP29,9888
1447,ARHGAP29-AS1,4170
1448,ARHGAP30,4421
1449,ARHGAP31,9338
1450,ARHGAP31-AS1,1568
1451,ARHGAP32,10615
1452,ARHGAP33,4401
1453,ARHGAP35,9290
1454,ARHGAP36,3047
1455,ARHGAP39,5436
1456,ARHGAP4,3438
1457,ARHGAP40,3001
1458,ARHGAP42,8156
1459,ARHGAP42-AS1,1879
1460,ARHGAP42P1,1976
1461,ARHGAP42P2,2140
1462,ARHGAP42P3,2508
1463,ARHGAP42P4,2934
1464,ARHGAP42P5,2936
1465,ARHGAP44,4322
1466,ARHGAP44-AS1,3679
1467,ARHGAP45,5625
1468,ARHGAP5,11151
1469,ARHGAP5-AS1,2948
1470,ARHGAP6,7225
1471,ARHGAP8,6201
1472,ARHGAP9,3694
1473,ARHGDIA,2309
1474,ARHGDIB,2253
1475,ARHGDIG,1055
1476,ARHGEF1,9411
1477,ARHGEF10,7245
1478,ARHGEF10L,5391
1479,ARHGEF11,7961
1480,ARHGEF12,10694
1481,ARHGEF15,4899
1482,ARHGEF16,3682
1483,ARHGEF17,8517
1484,ARHGEF17-AS1,1916
1485,ARHGEF18,7437
1486,ARHGEF18-AS1,664
1487,ARHGEF19,6981
1488,ARHGEF2,5233
1489,ARHGEF2-AS1,401
1490,ARHGEF2-AS2,2356
1491,ARHGEF25,2977
1492,ARHGEF26,6080
1493,ARHGEF26-AS1,6936
1494,ARHGEF28,7318
1495,ARHGEF28P1,176
1496,ARHGEF3,5385
1497,ARHGEF3-AS1,706
1498,ARHGEF33,4964
1499,ARHGEF34P,4532
1500,ARHGEF35,6908
1501,ARHGEF35-AS1,9593
1502,ARHGEF37,5409
1503,ARHGEF38,6092
1504,ARHGEF38-IT1,456
1505,ARHGEF39,4196
1506,ARHGEF4,6971
1507,ARHGEF4-AS1,3917
1508,ARHGEF40,7127
1509,ARHGEF5,5825
1510,ARHGEF6,6196
1511,ARHGEF7,9566
1512,ARHGEF7-AS1,321
1513,ARHGEF7-AS2,1823
1514,ARHGEF7-IT1,804
1515,ARHGEF9,10905
1516,ARHGEF9-IT1,394
1517,ARID1A,10567
1518,ARID1B,12377
1519,ARID1B-AS1,423
1520,ARID2,9591
1521,ARID3A,7018
1522,ARID3B,6501
1523,ARID3BP1,1675
1524,ARID3C,2331
1525,ARID4A,6247
1526,ARID4B,6397
1527,ARID5A,3410
1528,ARID5B,8460
1529,ARIH1,21769
1530,ARIH2,8600
1531,ARIH2OS,1598
1532,ARIH2P1,1477
1533,ARK2C,11164
1534,ARK2N,7319
1535,ARL1,3657
1536,ARL10,10826
1537,ARL11,4961
1538,ARL13A,1130
1539,ARL13B,4651
1540,ARL14,1289
1541,ARL14EP,6030
1542,ARL14EP-DT,1381
1543,ARL14EPL,1914
1544,ARL14EPP1,775
1545,ARL15,3415
1546,ARL16,1368
1547,ARL17A,14199
1548,ARL17B,8656
1549,ARL2,2718
1550,ARL2-SNX15,2392
1551,ARL2BP,1969
1552,ARL2BPP1,478
1553,ARL2BPP10,531
1554,ARL2BPP2,489
1555,ARL2BPP3,480
1556,ARL2BPP4,471
1557,ARL2BPP5,481
1558,ARL2BPP6,439
1559,ARL2BPP7,490
1560,ARL2BPP8,485
1561,ARL3,3988
1562,ARL4A,3671
1563,ARL4AP1,705
1564,ARL4AP2,601
1565,ARL4AP3,574
1566,ARL4AP4,518
1567,ARL4AP5,599
1568,ARL4C,4041
1569,ARL4D,1854
1570,ARL5A,7539
1571,ARL5AP1,388
1572,ARL5AP2,533
1573,ARL5AP3,386
1574,ARL5AP4,512
1575,ARL5AP5,436
1576,ARL5B,7297
1577,ARL5C,941
1578,ARL6,4396
1579,ARL6IP1,2565
1580,ARL6IP1P1,610
1581,ARL6IP1P2,563
1582,ARL6IP1P3,560
1583,ARL6IP4,2847
1584,ARL6IP5,2371
1585,ARL6IP6,5044
1586,ARL8A,1795
1587,ARL8B,2933
1588,ARL8BP1,344
1589,ARL8BP2,557
1590,ARL9,1856
1591,ARLN,3282
1592,ARLNC1,3833
1593,ARMC1,5911
1594,ARMC10,6112
1595,ARMC10P1,855
1596,ARMC12,1390
1597,ARMC2,3829
1598,ARMC2-AS1,800
1599,ARMC3,4137
1600,ARMC5,5455
1601,ARMC6,3582
1602,ARMC7,2830
1603,ARMC8,6669
1604,ARMC8P1,1289
1605,ARMC9,8760
1606,ARMCX1,4284
1607,ARMCX2,4768
1608,ARMCX3,5047
1609,ARMCX3-AS1,490
1610,ARMCX4,7729
1611,ARMCX5,4911
1612,ARMCX5-GPRASP2,5582
1613,ARMCX6,2798
1614,ARMCX7P,562
1615,ARMH1,2264
1616,ARMH2,828
1617,ARMH3,5650
1618,ARMH4,7283
1619,ARMS2,818
1620,ARMT1,2641
1621,ARNILA,2164
1622,ARNT,6193
1623,ARNT2,7156
1624,ARNT2-DT,9215
1625,ARPC1A,1831
1626,ARPC1AP1,950
1627,ARPC1AP2,1111
1628,ARPC1AP3,1107
1629,ARPC1AP4,1110
1630,ARPC1B,4196
1631,ARPC1BP1,739
1632,ARPC2,2149
1633,ARPC3,1434
1634,ARPC3P1,533
1635,ARPC3P2,533
1636,ARPC3P3,549
1637,ARPC3P4,532
1638,ARPC3P5,534
1639,ARPC4,2085
1640,ARPC4-TTLL3,2466
1641,ARPC5,7275
1642,ARPC5L,2752
1643,ARPIN,8223
1644,ARPIN-AP3S2,2439
1645,ARPP19,6779
1646,ARPP19P1,339
1647,ARPP19P2,336
1648,ARPP21,8635
1649,ARPP21-AS1,542
1650,ARR3,1463
1651,ARRB1,7809
1652,ARRB2,2538
1653,ARRDC1,2561
1654,ARRDC1-AS1,3175
1655,ARRDC2,3572
1656,ARRDC3,4239
1657,ARRDC3-AS1,10559
1658,ARRDC4,4094
1659,ARRDC5,1794
1660,ARSA,4319
1661,ARSB,8595
1662,ARSD,5211
1663,ARSD-AS1,816
1664,ARSDP1,1767
1665,ARSF,2989
1666,ARSFP1,477
1667,ARSG,4716
1668,ARSH,2482
1669,ARSI,3143
1670,ARSJ,4603
1671,ARSK,4215
1672,ARSL,3981
1673,ARSLP1,635
1674,ART1,5633
1675,ART2BP,499
1676,ART2P,822
1677,ART3,4054
1678,ART4,5160
1679,ART5,1737
1680,ARTN,3361
1681,ARV1,4458
1682,ARVCF,4081
1683,ARX,2893
1684,AS3MT,2450
1685,ASAH1,4603
1686,ASAH1-AS1,4380
1687,ASAH2,7212
1688,ASAH2B,6361
1689,ASAP1,6538
1690,ASAP1-IT2,2031
1691,ASAP2,5757
1692,ASAP3,4393
1693,ASB1,6891
1694,ASB10,2463
1695,ASB11,3030
1696,ASB12,1267
1697,ASB13,2747
1698,ASB14,3187
1699,ASB15,5290
1700,ASB15-AS1,2785
1701,ASB16,2142
1702,ASB16-AS1,5178
1703,ASB17,1080
1704,ASB18,2993
1705,ASB2,5193
1706,ASB3,3774
1707,ASB4,4404
1708,ASB5,4196
1709,ASB6,4624
1710,ASB6-AS1,713
1711,ASB7,5803
1712,ASB8,3484
1713,ASB9,2023
1714,ASB9P1,793
1715,ASCC1,4403
1716,ASCC2,4275
1717,ASCC3,11436
1718,ASCL1,2481
1719,ASCL2,1485
1720,ASCL3,627
1721,ASCL4,1941
1722,ASCL5,2036
1723,ASDURF,679
1724,ASF1A,2434
1725,ASF1B,1967
1726,ASGR1,2743
1727,ASGR2,4130
1728,ASH1L,12195
1729,ASH1L-AS1,8036
1730,ASH1L-IT1,448
1731,ASH2L,4848
1732,ASH2LP1,985
1733,ASH2LP2,1561
1734,ASH2LP3,1642
1735,ASH2LP4,1651
1736,ASIC1,4879
1737,ASIC2,5067
1738,ASIC3,2312
1739,ASIC4,2727
1740,ASIC4-AS1,519
1741,ASIC5,1696
1742,ASIP,1231
1743,ASL,2716
1744,ASLP1,637
1745,ASMER1,10911
1746,ASMT,2660
1747,ASMTL,4710
1748,ASMTL-AS1,3668
1749,ASNS,3943
1750,ASNSD1,2485
1751,ASNSP1,1939
1752,ASNSP3,1306
1753,ASNSP4,447
1754,ASNSP6,1618
1755,ASPA,5611
1756,ASPDH,1487
1757,ASPG,5937
1758,ASPH,19444
1759,ASPHD1,1925
1760,ASPHD2,4959
1761,ASPM,11110
1762,ASPN,3619
1763,ASPRV1,1543
1764,ASPSCR1,2499
1765,ASRGL1,2683
1766,ASS1,7208
1767,ASS1P1,1237
1768,ASS1P10,1244
1769,ASS1P11,1216
1770,ASS1P12,1227
1771,ASS1P13,1245
1772,ASS1P14,1233
1773,ASS1P2,1223
1774,ASS1P3,1250
1775,ASS1P4,1234
1776,ASS1P5,1239
1777,ASS1P6,1234
1778,ASS1P7,1226
1779,ASS1P8,647
1780,ASS1P9,1236
1781,ASTE1,4818
1782,ASTILCS,1433
1783,ASTL,2456
1784,ASTN1,7873
1785,ASTN2,10135
1786,ASTN2-AS1,2067
1787,ASXL1,8004
1788,ASXL2,12910
1789,ASXL3,11763
1790,ASXL3-DT,2492
1791,ASZ1,1835
1792,ATAD1,6741
1793,ATAD2,6106
1794,ATAD2B,8153
1795,ATAD3A,2821
1796,ATAD3B,4218
1797,ATAD3C,3864
1798,ATAD5,6876
1799,ATAT1,3452
1800,ATCAY,5064
1801,ATE1,10169
1802,ATE1OSP,904
1803,ATF1,7305
1804,ATF1P1,927
1805,ATF2,5715
1806,ATF3,2744
1807,ATF4,2715
1808,ATF4P1,1073
1809,ATF4P2,1073
1810,ATF4P3,1056
1811,ATF4P4,1049
1812,ATF5,3150
1813,ATF6,10611
1814,ATF6-DT,2613
1815,ATF6B,2668
1816,ATF7,7476
1817,ATF7-AS1,2390
1818,ATF7-NPFF,1609
1819,ATF7IP,10971
1820,ATF7IP2,4377
1821,ATG10,7342
1822,ATG10-AS1,648
1823,ATG10-IT1,487
1824,ATG101,2119
1825,ATG12,4040
1826,ATG12P1,419
1827,ATG12P2,416
1828,ATG13,6348
1829,ATG14,4715
1830,ATG16L1,3493
1831,ATG16L2,3507
1832,ATG2A,6375
1833,ATG2B,13162
1834,ATG3,3095
1835,ATG3P1,911
1836,ATG4A,2483
1837,ATG4AP1,538
1838,ATG4B,3648
1839,ATG4C,4845
1840,ATG4D,2555
1841,ATG5,5658
1842,ATG7,5489
1843,ATG9A,5442
1844,ATG9B,3591
1845,ATIC,2334
1846,ATL1,5536
1847,ATL2,5057
1848,ATL3,7208
1849,ATM,21664
1850,ATMIN,6031
1851,ATN1,5758
1852,ATOH1,2212
1853,ATOH7,1519
1854,ATOH8,6029
1855,ATOSA,8373
1856,ATOSB,6459
1857,ATOSBP1,1624
1858,ATOX1,5545
1859,ATOX1-AS1,1145
1860,ATP10A,9359
1861,ATP10A-DT,824
1862,ATP10B,8273
1863,ATP10D,7436
1864,ATP11A,10772
1865,ATP11A-AS1,2192
1866,ATP11AUN,2241
1867,ATP11B,7744
1868,ATP11B-DT,2588
1869,ATP11C,7175
1870,ATP12A,4424
1871,ATP13A1,4275
1872,ATP13A2,3996
1873,ATP13A3,8901
1874,ATP13A3-DT,8368
1875,ATP13A4,8081
1876,ATP13A4-AS1,1646
1877,ATP13A5,3938
1878,ATP13A5-AS1,476
1879,ATP1A1,4656
1880,ATP1A1-AS1,9698
1881,ATP1A2,5464
1882,ATP1A3,3765
1883,ATP1A4,3917
1884,ATP1B1,6515
1885,ATP1B1P1,915
1886,ATP1B2,3546
1887,ATP1B3,2153
1888,ATP1B3-AS1,376
1889,ATP1B3P1,821
1890,ATP1B4,4773
1891,ATP23,3258
1892,ATP2A1,3651
1893,ATP2A1-AS1,2013
1894,ATP2A2,8722
1895,ATP2A3,5107
1896,ATP2B1,8302
1897,ATP2B1-AS1,8712
1898,ATP2B2,9424
1899,ATP2B2-IT1,472
1900,ATP2B2-IT2,866
1901,ATP2B3,7463
1902,ATP2B4,9129
1903,ATP2C1,6421
1904,ATP2C2,5274
1905,ATP2C2-AS1,2998
1906,ATP4A,3721
1907,ATP4B,1500
1908,ATP5F1A,6251
1909,ATP5F1AP1,1321
1910,ATP5F1AP10,1603
1911,ATP5F1AP2,255
1912,ATP5F1AP3,1507
1913,ATP5F1AP4,1605
1914,ATP5F1AP7,1279
1915,ATP5F1AP8,1291
1916,ATP5F1B,1972
1917,ATP5F1BP1,1574
1918,ATP5F1C,1320
1919,ATP5F1CP1,895
1920,ATP5F1D,1054
1921,ATP5F1E,5094
1922,ATP5F1EP1,156
1923,ATP5F1EP2,156
1924,ATP5IF1,2253
1925,ATP5MC1,1037
1926,ATP5MC1P1,379
1927,ATP5MC1P2,411
1928,ATP5MC1P3,410
1929,ATP5MC1P4,441
1930,ATP5MC1P5,411
1931,ATP5MC1P6,412
1932,ATP5MC1P7,400
1933,ATP5MC1P8,294
1934,ATP5MC2,5782
1935,ATP5MC2P1,426
1936,ATP5MC2P2,418
1937,ATP5MC2P3,425
1938,ATP5MC2P4,420
1939,ATP5MC2P5,424
1940,ATP5MC3,2836
1941,ATP5ME,563
1942,ATP5MF,545
1943,ATP5MF-PTCD1,2491
1944,ATP5MFP1,235
1945,ATP5MFP2,259
1946,ATP5MFP3,258
1947,ATP5MFP4,267
1948,ATP5MFP5,258
1949,ATP5MFP6,266
1950,ATP5MFP7,247
1951,ATP5MG,5864
1952,ATP5MGL,799
1953,ATP5MGP1,277
1954,ATP5MGP2,311
1955,ATP5MGP3,304
1956,ATP5MGP4,307
1957,ATP5MGP5,299
1958,ATP5MGP6,153
1959,ATP5MGP7,310
1960,ATP5MGP8,298
1961,ATP5MJ,4282
1962,ATP5MK,3404
1963,ATP5MKP1,177
1964,ATP5PB,6283
1965,ATP5PBP1,569
1966,ATP5PBP2,760
1967,ATP5PBP3,657
1968,ATP5PBP4,746
1969,ATP5PBP5,760
1970,ATP5PBP6,767
1971,ATP5PBP7,760
1972,ATP5PBP8,619
1973,ATP5PD,1669
1974,ATP5PDP1,485
1975,ATP5PDP2,485
1976,ATP5PDP3,486
1977,ATP5PDP4,475
1978,ATP5PF,4277
1979,ATP5PFP1,322
1980,ATP5PFP2,319
1981,ATP5PFP3,319
1982,ATP5PFP4,304
1983,ATP5PO,3251
1984,ATP5POP1,636
1985,ATP6AP1,2267
1986,ATP6AP1-DT,784
1987,ATP6AP1L,1027
1988,ATP6AP2,2369
1989,ATP6V0A1,9723
1990,ATP6V0A2,7320
1991,ATP6V0A4,4147
1992,ATP6V0B,2019
1993,ATP6V0C,1486
1994,ATP6V0CP1,618
1995,ATP6V0CP2,207
1996,ATP6V0CP3,467
1997,ATP6V0CP4,440
1998,ATP6V0D1,1843
1999,ATP6V0D1-DT,4214
2000,ATP6V0D2,2541
2001,ATP6V0E1,1609
2002,ATP6V0E1P1,226
2003,ATP6V0E1P2,245
2004,ATP6V0E1P3,246
2005,ATP6V0E1P4,242
2006,ATP6V0E2,4083
2007,ATP6V0E2-AS1,2973
2008,ATP6V1A,5619
2009,ATP6V1B1,2111
2010,ATP6V1B1-AS1,1129
2011,ATP6V1B2,11700
2012,ATP6V1C1,5955
2013,ATP6V1C2,3738
2014,ATP6V1D,1599
2015,ATP6V1E1,1379
2016,ATP6V1E1P1,681
2017,ATP6V1E1P2,358
2018,ATP6V1E1P3,620
2019,ATP6V1E2,4383
2020,ATP6V1F,762
2021,ATP6V1FP1,328
2022,ATP6V1FP2,360
2023,ATP6V1G1,2550
2024,ATP6V1G1P1,327
2025,ATP6V1G1P2,346
2026,ATP6V1G1P3,280
2027,ATP6V1G1P4,335
2028,ATP6V1G1P5,355
2029,ATP6V1G1P6,334
2030,ATP6V1G1P7,349
2031,ATP6V1G2,1610
2032,ATP6V1G2-DDX39B,2039
2033,ATP6V1G3,678
2034,ATP6V1H,2975
2035,ATP7A,15671
2036,ATP7B,8831
2037,ATP7BP1,466
2038,ATP8A1,10135
2039,ATP8A1-DT,1593
2040,ATP8A2,9811
2041,ATP8A2P2,1568
2042,ATP8A2P3,1536
2043,ATP8B1,7026
2044,ATP8B1-AS1,6531
2045,ATP8B2,6790
2046,ATP8B3,6447
2047,ATP8B4,6756
2048,ATP8B5P,6955
2049,ATP9A,7862
2050,ATP9B,6078
2051,ATPAF1,5090
2052,ATPAF2,1607
2053,ATPSCKMT,2752
2054,ATR,8206
2055,ATRAID,1418
2056,ATRIP,5072
2057,ATRN,8771
2058,ATRNL1,8830
2059,ATRX,11704
2060,ATXN1,10606
2061,ATXN1-AS1,2422
2062,ATXN10,3513
2063,ATXN1L,10749
2064,ATXN2,6653
2065,ATXN2-AS,1341
2066,ATXN2L,4479
2067,ATXN3,7165
2068,ATXN3L,1407
2069,ATXN7,8320
2070,ATXN7L1,6912
2071,ATXN7L2,2660
2072,ATXN7L3,5478
2073,ATXN7L3-AS1,2801
2074,ATXN7L3B,7596
2075,ATXN7L3P1,1001
2076,ATXN8,1601
2077,ATXN8OS,7827
2078,AUH,1655
2079,AUNIP,2408
2080,AUP1,1657
2081,AURKA,3678
2082,AURKAIP1,1437
2083,AURKAP1,1212
2084,AURKAP2,333
2085,AURKB,1957
2086,AURKBP1,1015
2087,AURKC,1427
2088,AUTS2,13438
2089,AVEN,1727
2090,AVIL,3499
2091,AVL9,7055
2092,AVP,619
2093,AVPI1,2244
2094,AVPR1A,6222
2095,AVPR1B,5026
2096,AVPR1B-DT,630
2097,AVPR2,1955
2098,AWAT1,1397
2099,AWAT2,2324
2100,AXDND1,3642
2101,AXIN1,3729
2102,AXIN2,5757
2103,AXL,4960
2104,AZGP1,2173
2105,AZGP1P1,1875
2106,AZGP1P2,345
2107,AZI2,5788
2108,AZIN1,4698
2109,AZIN1-AS2,770
2110,AZIN2,5875
2111,AZU1,1782
2112,AZU1P1,385
2113,B2M,1884
2114,B3GALNT1,6054
2115,B3GALNT1P1,975
2116,B3GALNT2,6747
2117,B3GALNT2P1,1295
2118,B3GALT1,6015
2119,B3GALT1-AS1,1768
2120,B3GALT2,3548
2121,B3GALT4,1703
2122,B3GALT5,17986
2123,B3GALT5-AS1,6109
2124,B3GALT6,2805
2125,B3GALT9,3986
2126,B3GAT1,9450
2127,B3GAT1-DT,8066
2128,B3GAT2,6587
2129,B3GAT3,2061
2130,B3GAT3P1,806
2131,B3GLCT,4215
2132,B3GNT2,3414
2133,B3GNT2P1,952
2134,B3GNT3,3644
2135,B3GNT4,4552
2136,B3GNT5,6868
2137,B3GNT6,2790
2138,B3GNT7,6426
2139,B3GNT8,1874
2140,B3GNT9,2855
2141,B3GNTL1,4373
2142,B3GNTL1P1,289
2143,B3GNTL1P2,288
2144,B4GALNT1,7160
2145,B4GALNT2,9383
2146,B4GALNT2P1,307
2147,B4GALNT3,5512
2148,B4GALNT4,3792
2149,B4GALT1,8655
2150,B4GALT1-AS1,3854
2151,B4GALT2,6128
2152,B4GALT3,4003
2153,B4GALT4,10752
2154,B4GALT4-AS1,544
2155,B4GALT5,4752
2156,B4GALT6,5893
2157,B4GALT7,2691
2158,B4GAT1,2016
2159,B4GAT1-DT,2483
2160,B9D1,7357
2161,B9D2,1411
2162,BAALC,3147
2163,BAALC-AS1,12652
2164,BAALC-AS2,575
2165,BAAT,9144
2166,BABAM1,2818
2167,BABAM2,3821
2168,BACC1,1280
2169,BACE1,7206
2170,BACE1-AS,4983
2171,BACE2,9202
2172,BACE2-IT1,382
2173,BACH1,9737
2174,BACH1-AS1,700
2175,BACH1-IT1,821
2176,BACH1-IT2,1165
2177,BACH1-IT3,406
2178,BACH2,9463
2179,BAD,2199
2180,BAG1,3820
2181,BAG1P1,699
2182,BAG2,6658
2183,BAG3,2703
2184,BAG4,4464
2185,BAG5,5203
2186,BAG6,5309
2187,BAGE2,2598
2188,BAHCC1,10819
2189,BAHD1,5920
2190,BAIAP2,4434
2191,BAIAP2-DT,4465
2192,BAIAP2L1,3699
2193,BAIAP2L2,2252
2194,BAIAP3,5459
2195,BAK1,4398
2196,BAK1P1,636
2197,BAK1P2,631
2198,BALR6,643
2199,BAMBI,1702
2200,BANCR,1688
2201,BANF1,1691
2202,BANF1P1,263
2203,BANF1P2,264
2204,BANF1P3,261
2205,BANF1P4,270
2206,BANF1P5,259
2207,BANF2,642
2208,BANK1,4001
2209,BANP,7774
2210,BAP1,3600
2211,BARD1,5604
2212,BARHL1,1906
2213,BARHL2,2044
2214,BARX1,1755
2215,BARX1-DT,2600
2216,BARX2,1905
2217,BASP1,3311
2218,BASP1-AS1,10759
2219,BASP1P1,665
2220,BATF,914
2221,BATF2,2267
2222,BATF3,836
2223,BAX,1416
2224,BAZ1A,7128
2225,BAZ1A-AS1,2117
2226,BAZ1B,6602
2227,BAZ2A,9888
2228,BAZ2B,9379
2229,BAZ2B-AS1,3053
2230,BBC3,4652
2231,BBIP1,3039
2232,BBIP1P1,279
2233,BBLN,704
