gene_id,gene_symbol,chromosome,start,end,exon_length_bp
ENSMUSG00000002396,Ocel1,chr8,71823936,71842354,28200
ENSMUSG00000002409,Dyrk1b,chr7,27878894,27888779,95742
ENSMUSG00000002413,Braf,chr6,39579870,39702629,112267
ENSMUSG00000002416,Ndufb2,chr6,39569490,39595671,47270
ENSMUSG00000002428,Hltf,chr3,20111962,20172654,22813
ENSMUSG00000002455,Prpf6,chr2,181233661,181297469,29735
ENSMUSG00000002458,Rgs19,chr2,181330212,181335997,25424
ENSMUSG00000002459,Rgs20,chr1,4979779,5140561,5725
ENSMUSG00000002475,Abhd3,chr18,10642092,10707195,33145
ENSMUSG00000002477,Snrpd1,chr18,10617748,10642102,11062
ENSMUSG00000002486,Tchp,chr5,114845820,114860391,11758
ENSMUSG00000002489,Tiam1,chr16,89583994,89941086,119391
ENSMUSG00000002496,Tsc2,chr17,24814783,24852192,377189
ENSMUSG00000002500,Rpl3l,chr17,24946751,24955119,6619
ENSMUSG00000002504,Nherf2,chr17,24858255,24869306,32224
ENSMUSG00000002524,Puf60,chr15,75942000,75952807,47538
ENSMUSG00000002546,Golga2,chr2,32177396,32197935,91314
ENSMUSG00000002550,Uck1,chr2,32145014,32150350,13264
ENSMUSG00000002565,Scin,chr12,40109755,40184227,5724
ENSMUSG00000002578,Ikzf4,chr10,128466712,128505227,20475
ENSMUSG00000002580,Mien1,chr11,98328534,98329834,2277
ENSMUSG00000002588,Pon1,chr6,5167120,5193946,11355
ENSMUSG00000002602,Axl,chr7,25456535,25488329,50097
ENSMUSG00000002603,Tgfb1,chr7,25386390,25404506,9917
ENSMUSG00000002608,Ccdc97,chr7,25408973,25418513,25041
ENSMUSG00000002617,Zfp40,chr17,23392843,23412298,31744
ENSMUSG00000002625,Akap8l,chr17,32540397,32569670,12420
ENSMUSG00000002633,Shh,chr5,28661813,28672254,2847
ENSMUSG00000002635,Pdcd2l,chr7,33883922,33896115,13101
ENSMUSG00000002658,Gtf2f1,chr17,57310399,57318955,30597
ENSMUSG00000002660,Clpp,chr17,57296971,57303369,16337
ENSMUSG00000002661,Alkbh7,chr17,57304324,57307226,12850
ENSMUSG00000002664,Pspn,chr17,57306457,57307018,474
ENSMUSG00000002668,Dennd1c,chr17,57372818,57385525,18016
ENSMUSG00000002679,Med6,chr12,81618221,81641802,7339
ENSMUSG00000002688,Prkd1,chr12,50387996,50696227,31674
ENSMUSG00000002699,Lcp2,chr11,33996920,34042426,10013
ENSMUSG00000002718,Cse1l,chr2,166747947,166792591,45444
ENSMUSG00000002728,Naa20,chr2,145744019,145760848,7330
ENSMUSG00000002731,Prkra,chr2,76427715,76478405,11670
ENSMUSG00000002732,Fkbp7,chr2,76493373,76503472,5078
ENSMUSG00000002733,Plekha3,chr2,76505610,76527672,19053
ENSMUSG00000002741,Ykt6,chr11,5905693,5917780,2541
ENSMUSG00000002748,Baz1b,chr5,135215757,135275410,35505
ENSMUSG00000002763,Pex6,chr17,47022372,47038693,45627
ENSMUSG00000002767,Mrpl2,chr17,46957117,46961065,7468
ENSMUSG00000002768,Mea1,chr17,46989619,46999489,115972
ENSMUSG00000002769,Gnmt,chr17,47036587,47040107,10726
ENSMUSG00000002771,Grin2d,chr7,45481304,45527802,39205
ENSMUSG00000002778,Kdelr1,chr7,45522196,45533781,5919
ENSMUSG00000002781,Tmem143,chr7,45546282,45566842,12012
ENSMUSG00000002797,Ggct,chr6,54959246,54969942,7841
ENSMUSG00000002799,Jag2,chr12,112871421,112893437,15288
ENSMUSG00000002803,Btbd6,chr12,112940092,112944620,21591
ENSMUSG00000002804,Nudt14,chr12,112897910,112905778,9894
ENSMUSG00000002808,Epdr1,chr13,19775876,19804135,14632
ENSMUSG00000002812,Flii,chr11,60604935,60619454,48516
ENSMUSG00000002814,Top3a,chr11,60629009,60668333,31013
ENSMUSG00000002820,Atg4d,chr9,21176496,21189068,49692
ENSMUSG00000002825,Qtrt1,chr9,21323111,21331575,5868
ENSMUSG00000002831,Plin4,chr17,56406617,56416931,40658
ENSMUSG00000002833,Hdgfl2,chr17,56386463,56410809,189287
ENSMUSG00000002835,Chaf1a,chr17,56347303,56379289,47008
ENSMUSG00000002844,Adprh,chr16,38264392,38273339,22737
ENSMUSG00000002845,Tmem39a,chr16,38375864,38414333,66713
ENSMUSG00000002846,Timmdc1,chr16,38309908,38343041,19481
ENSMUSG00000002847,Pla1a,chr16,38212369,38253537,11508
ENSMUSG00000002870,Mcm2,chr6,88860452,88875762,30003
ENSMUSG00000002871,Tpra1,chr6,88879228,88891657,64897
ENSMUSG00000002881,Nab1,chr1,52494147,52539838,91964
ENSMUSG00000002885,Adgre5,chr8,84446992,84467955,23919
ENSMUSG00000002897,Il17ra,chr6,120440104,120464520,31252
ENSMUSG00000002900,Lamb1,chr12,31315030,31379658,57826
ENSMUSG00000002908,Kcnn1,chr8,71294693,71316409,25200
ENSMUSG00000002910,Arrdc2,chr8,71287770,71292364,13855
ENSMUSG00000002930,Ppp1r17,chr6,55989619,56009674,7491
ENSMUSG00000002944,Cd36,chr5,17986432,18094067,193468
ENSMUSG00000002948,Map2k7,chr8,4288734,4297897,39350
ENSMUSG00000002949,Timm44,chr8,4309718,4325931,22674
ENSMUSG00000002957,Ap2a2,chr7,141142031,141249132,139330
ENSMUSG00000002963,Pnkp,chr7,44506206,44514760,41776
ENSMUSG00000002968,Med25,chr7,44526181,44542136,106328
ENSMUSG00000002980,Bcam,chr7,19490056,19505165,31362
ENSMUSG00000002981,Clptm1,chr7,19364310,19398978,35397
ENSMUSG00000002983,Relb,chr7,19339017,19363425,10179
ENSMUSG00000002984,Tomm40,chr7,19435238,19449593,8178
ENSMUSG00000002985,Apoe,chr7,19430034,19434947,50788
ENSMUSG00000002992,Apoc2,chr7,19405504,19411877,7481
ENSMUSG00000002996,Hbp1,chr12,31976253,32000534,27785
ENSMUSG00000002997,Prkar2b,chr12,32008448,32111363,53687
ENSMUSG00000003031,Cdkn1b,chr6,134897364,134902476,9000
ENSMUSG00000003032,Klf4,chr4,55527139,55532528,3033
ENSMUSG00000003033,Ap1m1,chr8,72993811,73012637,62357
ENSMUSG00000003037,Rab8a,chr8,72914772,72937750,30687
ENSMUSG00000003038,Hmgn2,chr4,133680805,133695961,9100
ENSMUSG00000003039,Fam32a,chr8,72973564,72978262,24281
ENSMUSG00000003051,Elf3,chr1,135181306,135188999,15148
ENSMUSG00000003053,Cyp2c29,chr19,39257849,39319157,20949
ENSMUSG00000003062,Stard3nl,chr13,19541845,19579992,24214
ENSMUSG00000003068,Stk11,chr10,79951597,79966520,27258
ENSMUSG00000003070,Efna2,chr10,80015266,80025844,6209
ENSMUSG00000003072,Atp5f1d,chr10,79974466,79981652,27680
ENSMUSG00000003099,Ppp5c,chr7,16738565,16762143,20394
ENSMUSG00000003119,Cdk12,chr11,98093565,98170301,46518
ENSMUSG00000003123,Lipe,chr7,25078880,25098135,15083
ENSMUSG00000003131,Pafah1b2,chr9,45874157,45924536,203319
ENSMUSG00000003134,Tbc1d8,chr1,39410573,39517881,87193
ENSMUSG00000003135,Cnot11,chr1,39574073,39585970,17828
ENSMUSG00000003153,Slc2a3,chr6,122704768,122778599,46684
ENSMUSG00000003154,Foxj2,chr6,122796834,122822332,42157
ENSMUSG00000003161,Sri,chr5,8096078,8128488,28127
ENSMUSG00000003166,Dgcr2,chr16,17657346,17716426,102456
ENSMUSG00000003184,Irf3,chr7,44647033,44652272,10513
ENSMUSG00000003190,Bcl2l12,chr7,44639472,44648136,19978
ENSMUSG00000003198,Zfp959,chr17,56199060,56205936,6662
ENSMUSG00000003199,Mpnd,chr17,56312711,56327164,19696
ENSMUSG00000003200,Sh3gl1,chr17,56323748,56343672,24488
ENSMUSG00000003206,Ebi3,chr17,56259270,56264023,3270
ENSMUSG00000003208,Yju2,chr17,56266099,56276364,6484
ENSMUSG00000003226,Ranbp2,chr10,58282564,58331439,39505
ENSMUSG00000003227,Edar,chr10,58436611,58511535,7395
ENSMUSG00000003228,Grk5,chr19,60878187,61087409,20418
ENSMUSG00000003233,Dvl3,chr16,20335636,20352768,29614
ENSMUSG00000003234,Abcf3,chr16,20367302,20381554,24456
ENSMUSG00000003235,Eif2b5,chr16,20317240,20330928,37230
ENSMUSG00000003269,Cyth2,chr7,45456061,45464005,8085
ENSMUSG00000003271,Sult2b1,chr7,45379407,45434093,4293
ENSMUSG00000003273,Car11,chr7,45349212,45354362,14943
ENSMUSG00000003279,Dlgap1,chr17,70275873,71128409,219556
ENSMUSG00000003282,Plag1,chr4,3900996,3938423,4774
ENSMUSG00000003283,Hck,chr2,152949539,152993376,13103
ENSMUSG00000003299,Mrpl4,chr9,20914018,20920537,24529
ENSMUSG00000003308,Keap1,chr9,21141026,21150679,28242
ENSMUSG00000003309,Ap1m2,chr9,21205571,21223641,5182
ENSMUSG00000003316,Glg1,chr8,111879942,111985870,91559
ENSMUSG00000003341,Atp8b3,chr10,80355418,80374990,17594
ENSMUSG00000003344,Btbd2,chr10,80478448,80492953,30625
ENSMUSG00000003345,Csnk1g2,chr10,80458462,80477195,36208
ENSMUSG00000003346,Abhd17a,chr10,80418826,80426191,28456
ENSMUSG00000003348,Mob3a,chr10,80520383,80537914,17415
ENSMUSG00000003352,Cacnb3,chr15,98528721,98542417,38398
ENSMUSG00000003354,Ccdc65,chr15,98606062,98621217,3471
ENSMUSG00000003355,Fkbp11,chr15,98622244,98626091,9856
ENSMUSG00000003360,Ddx23,chr15,98543012,98560785,9608
ENSMUSG00000003363,Pld3,chr7,27231425,27252665,49662
ENSMUSG00000003378,Grik5,chr7,24709269,24772708,54637
ENSMUSG00000003379,Cd79a,chr7,24596740,24601622,11040
ENSMUSG00000003380,Rabac1,chr7,24669173,24672179,8735
ENSMUSG00000003382,Etv3,chr3,87432714,87447473,36945
ENSMUSG00000003402,Prkcsh,chr9,21914068,21925544,69648
ENSMUSG00000003410,Elavl3,chr9,21926301,21963324,30830
ENSMUSG00000003411,Rab3b,chr4,108736260,108800521,23269
ENSMUSG00000003418,St8sia6,chr2,13655832,13798896,15188
ENSMUSG00000003420,Fcgrt,chr7,44742412,44756819,43917
ENSMUSG00000003421,Nosip,chr7,44701488,44729124,68743
ENSMUSG00000003423,Pih1d1,chr7,44803280,44810512,19076
ENSMUSG00000003429,Rps11,chr7,44771790,44773911,11669
ENSMUSG00000003435,Supt5,chr7,28014312,28038205,23146
ENSMUSG00000003436,Dll3,chr7,27992978,28001673,4985
ENSMUSG00000003437,Paf1,chr7,28092342,28098949,15267
ENSMUSG00000003438,Timm50,chr7,28004699,28011516,11952
ENSMUSG00000003444,Med29,chr7,28084671,28092159,3388
ENSMUSG00000003452,Bicd1,chr6,149310384,149464827,76243
ENSMUSG00000003458,Ncstn,chr1,171893580,171910369,11013
ENSMUSG00000003464,Pex19,chr1,171954285,171967307,42955
ENSMUSG00000003469,Phyhip,chr14,70680659,70706272,28499
ENSMUSG00000003476,Crhr2,chr6,55067032,55110027,14562
ENSMUSG00000003477,Inmt,chr6,55147606,55152028,8346
ENSMUSG00000003484,Cyp4f18,chr8,72742313,72763478,11834
ENSMUSG00000003500,Impdh1,chr6,29200429,29216363,69128
ENSMUSG00000003505,Psg18,chr7,18079347,18088934,3507
ENSMUSG00000003518,Dusp3,chr11,101861969,101877839,21512
ENSMUSG00000003526,Prodh,chr16,17877575,17908067,39402
ENSMUSG00000003527,Ess2,chr16,17717779,17729223,10583
ENSMUSG00000003528,Slc25a1,chr16,17743075,17746245,18099
ENSMUSG00000003531,Dgcr6,chr16,17870724,17889503,6540
ENSMUSG00000003534,Ddr1,chr17,35992208,36015524,56639
ENSMUSG00000003541,Ier3,chr17,36132568,36133815,1139
ENSMUSG00000003545,Fosb,chr7,19036621,19043976,21852
ENSMUSG00000003546,Klc4,chr17,46941547,46957411,69921
ENSMUSG00000003549,Ercc1,chr7,19075881,19090450,30235
ENSMUSG00000003555,Cyp17a1,chr19,46655604,46661611,4416
ENSMUSG00000003559,As3mt,chr19,46695865,46729538,20099
ENSMUSG00000003573,Homer3,chr8,70735477,70747025,30190
ENSMUSG00000003575,Crtc1,chr8,70834994,70892394,92675
ENSMUSG00000003581,Rnf215,chr11,4085167,4092125,18781
ENSMUSG00000003585,Sec14l2,chr11,4047039,4073415,23233
ENSMUSG00000003604,Aven,chr2,112323240,112464918,5687
ENSMUSG00000003617,Cp,chr3,20011090,20063930,32002
ENSMUSG00000003623,Crot,chr5,8985926,9047393,48850
ENSMUSG00000003644,Rps6ka1,chr4,133572777,133615135,27846
ENSMUSG00000003657,Calb2,chr8,110864128,110894881,8166
ENSMUSG00000003660,Snrnp200,chr2,127050279,127086462,43480
ENSMUSG00000003662,Ciao1,chr2,127081683,127090312,22896
ENSMUSG00000003665,Has1,chr17,18063585,18075467,2095
ENSMUSG00000003680,Taf6l,chr19,8751851,8763786,44499
ENSMUSG00000003721,Insig2,chr1,121181760,121260400,58566
ENSMUSG00000003731,Kpna6,chr4,129537773,129566567,11409
ENSMUSG00000003746,Man1a,chr10,53780880,53952741,40897
ENSMUSG00000003752,Itpkc,chr7,26904505,26928093,27731
ENSMUSG00000003762,Coq8b,chr7,26926688,26957376,27894
ENSMUSG00000003778,Brd8,chr18,34731667,34757928,35665
ENSMUSG00000003779,Kif20a,chr18,34757158,34766342,88083
ENSMUSG00000003808,Farsa,chr8,85583610,85595887,26354
ENSMUSG00000003809,Gcdh,chr8,85606595,85630139,21163
ENSMUSG00000003810,Mast2,chr4,116161623,116321544,230672
ENSMUSG00000003812,Dnase2a,chr8,85635189,85649544,5798
ENSMUSG00000003813,Rad23a,chr8,85559452,85567420,88395
ENSMUSG00000003814,Calr,chr8,85567946,85573667,15027
ENSMUSG00000003824,Syce2,chr8,85598740,85614853,10518
ENSMUSG00000003847,Nfat5,chr8,108020102,108106149,46348
ENSMUSG00000003848,Nob1,chr8,108139118,108151692,13309
ENSMUSG00000003849,Nqo1,chr8,108113835,108129934,7319
ENSMUSG00000003863,Ppfia3,chr7,44988545,45016901,91828
ENSMUSG00000003865,Gys1,chr7,45084175,45106058,31437
ENSMUSG00000003868,Ruvbl2,chr7,45064101,45089438,62390
ENSMUSG00000003872,Lin7b,chr7,45017315,45020039,735
ENSMUSG00000003873,Bax,chr7,45111015,45116325,8964
ENSMUSG00000003882,Il7r,chr15,9505874,9530262,7056
ENSMUSG00000003923,Tfam,chr10,71061287,71074110,20271
ENSMUSG00000003929,Zfp81,chr17,33548316,33577860,6647
ENSMUSG00000003934,Efnb3,chr11,69444918,69451323,9555
ENSMUSG00000003948,Mmd,chr11,90140164,90243255,28791
ENSMUSG00000003949,Hlf,chr11,90227221,90281761,15227
ENSMUSG00000003955,Fam162a,chr16,35863243,35892123,9484
ENSMUSG00000003970,Rpl8,chr15,76788271,76790514,2916
ENSMUSG00000003974,Grm3,chr5,9534069,9776088,68556
ENSMUSG00000003992,Ssbp2,chr13,91608402,91854365,139402
ENSMUSG00000004018,Fancl,chr11,26336135,26421878,17860
ENSMUSG00000004031,Brinp2,chr1,158072777,158184051,53831
ENSMUSG00000004032,Gstm5,chr3,107803137,107806005,3196
ENSMUSG00000004035,Gstm7,chr3,107832278,107839187,14796
ENSMUSG00000004038,Gstm3,chr3,107871012,107881730,6348
ENSMUSG00000004040,Stat3,chr11,100775924,100830450,94477
ENSMUSG00000004043,Stat5a,chr11,100750177,100776065,33382
ENSMUSG00000004044,Cavin1,chr11,100847559,100861713,6223
ENSMUSG00000004054,Map3k11,chr19,5738365,5752918,59278
ENSMUSG00000004056,Akt2,chr7,27284378,27340262,263924
ENSMUSG00000004069,Dnaja3,chr16,4457853,4528239,61814
ENSMUSG00000004070,Hmox2,chr16,4544216,4589816,123113
ENSMUSG00000004071,Cdip1,chr16,4568212,4608164,284404
ENSMUSG00000004085,Map3k20,chr2,72115981,72272954,45604
ENSMUSG00000004096,Cwc15,chr9,14411829,14421920,17851
ENSMUSG00000004098,Col5a3,chr9,20681337,20726418,30489
ENSMUSG00000004099,Dnmt1,chr9,20817945,20871184,101153
ENSMUSG00000004100,Ppan,chr9,20799471,20803981,14476
ENSMUSG00000004105,Angptl2,chr2,33105946,33138252,42592
ENSMUSG00000004110,Cacna1e,chr1,154266477,154760247,22102
ENSMUSG00000004113,Cacna1b,chr2,24493899,24653221,77505
ENSMUSG00000004127,Trmt10a,chr3,137849191,137865582,74903
ENSMUSG00000004151,Etv1,chr12,38828851,38920483,95316
ENSMUSG00000004187,Kifc2,chr15,76543981,76552402,277075
ENSMUSG00000004207,Psap,chr10,60113431,60138380,43223
ENSMUSG00000004221,Ikbkg,chrX,73436216,73500393,135127
ENSMUSG00000004231,Pax2,chr19,44735057,44826703,15851
ENSMUSG00000004233,Wars2,chr3,99047954,99146502,42106
ENSMUSG00000004263,Atn1,chr6,124719507,124733994,30260
ENSMUSG00000004264,Phb2,chr6,124689299,124693913,1318
ENSMUSG00000004266,Ptpn6,chr6,124697670,124715840,8911
ENSMUSG00000004267,Eno2,chr6,124736247,124746636,54555
ENSMUSG00000004268,Emg1,chr6,124641811,124689177,14805
ENSMUSG00000004270,Lpcat3,chr6,124639765,124684440,23636
ENSMUSG00000004285,Atp6v1f,chr6,29467717,29470513,6585
ENSMUSG00000004296,Il12b,chr11,44290808,44305505,7699
ENSMUSG00000004317,Clcn5,chrX,7019726,7185661,54181
ENSMUSG00000004319,Clcn3,chr8,61362958,61446785,222668
ENSMUSG00000004328,Hif3a,chr7,16764918,16796352,13527
ENSMUSG00000004341,Gpx6,chr13,21496295,21503794,1340
ENSMUSG00000004344,Gpx5,chr13,21470599,21476901,1674
ENSMUSG00000004347,Pde1c,chr6,56046784,56629472,70329
ENSMUSG00000004356,Utp20,chr10,88582469,88662699,17350
ENSMUSG00000004359,Spic,chr10,88510629,88520960,8335
ENSMUSG00000004360,9330159F19Rik,chr10,29087346,29106775,39489
ENSMUSG00000004364,Cul3,chr1,80242639,80318537,42798
ENSMUSG00000004366,Sst,chr16,23707321,23711733,12468
ENSMUSG00000004371,Il11,chr7,4775372,4785858,5718
ENSMUSG00000004383,Large1,chr8,73538399,74080217,46773
ENSMUSG00000004393,Ddx56,chr11,6204293,6217783,20523
ENSMUSG00000004394,Tmed4,chr11,6219511,6224915,18466
ENSMUSG00000004415,Col26a1,chr5,136770613,136912063,16557
ENSMUSG00000004446,Bid,chr6,120862525,120894171,41763
ENSMUSG00000004451,Ralb,chr1,119394398,119432543,120664
ENSMUSG00000004455,Ppp1cc,chr5,122296328,122313336,3904
ENSMUSG00000004460,Dnajb11,chr16,22676587,22698384,15195
ENSMUSG00000004462,Tbccd1,chr16,22631960,22676465,58255
ENSMUSG00000004473,Clec11a,chr7,43952111,43956377,3029
ENSMUSG00000004500,Zfp324,chr7,12699738,12708163,5027
ENSMUSG00000004508,Gab2,chr7,96730793,96958153,12863
ENSMUSG00000004530,Coro1c,chr5,113980496,114046847,53980
ENSMUSG00000004535,Tax1bp1,chr6,52690676,52745153,127892
ENSMUSG00000004540,Psg17,chr7,18547862,18555532,2100
ENSMUSG00000004542,Psg19,chr7,18523492,18532445,3850
ENSMUSG00000004552,Ctse,chr1,131566009,131603243,6528
ENSMUSG00000004558,Ndrg2,chr14,52142588,52158469,316426
ENSMUSG00000004561,Mettl17,chr14,52121625,52130498,18411
ENSMUSG00000004562,Arhgef40,chr14,52221818,52243708,175815
ENSMUSG00000004565,Pnpla6,chr8,3565328,3595054,96646
ENSMUSG00000004567,Mcoln1,chr8,3550452,3565253,30866
ENSMUSG00000004568,Arhgef18,chr8,3403415,3507334,25585
ENSMUSG00000004591,Pkn2,chr3,142496663,142587772,31080
ENSMUSG00000004609,Cd33,chr7,43173634,43193875,36020
ENSMUSG00000004610,Etfb,chr7,43093493,43107224,12717
ENSMUSG00000004612,Nkg7,chr7,43086497,43087678,2491
ENSMUSG00000004626,Stxbp2,chr8,3680932,3694003,18438
ENSMUSG00000004630,Pcp2,chr8,3673371,3675545,4480
ENSMUSG00000004631,Sgce,chr6,4672057,4747207,95535
ENSMUSG00000004633,Chn2,chr6,54016483,54278796,25977
ENSMUSG00000004637,Wwox,chr8,115166192,116079448,47859
ENSMUSG00000004642,Slbp,chr5,33792296,33809969,19713
ENSMUSG00000004651,Tyr,chr7,87073979,87142720,6042
ENSMUSG00000004654,Ghrhr,chr6,55353280,55365515,3111
ENSMUSG00000004655,Aqp1,chr6,55313068,55325540,5878
ENSMUSG00000004661,Arid3b,chr9,57690004,57744131,25926
ENSMUSG00000004665,Cnn2,chr10,79824410,79831896,11397
ENSMUSG00000004667,Polr2e,chr10,79865292,79875673,12889
ENSMUSG00000004668,Abca13,chr11,9141942,9634851,16603
ENSMUSG00000004677,Myo9b,chr8,71725335,71816726,190988
ENSMUSG00000004698,Hdac9,chr12,34097579,34967094,139803
ENSMUSG00000004707,Ly9,chr1,171416173,171434978,6920
ENSMUSG00000004709,Cd244a,chr1,171386708,171437315,7484
ENSMUSG00000004730,Adgre1,chr17,57665573,57790527,37241
ENSMUSG00000004748,Mtfp1,chr11,4041479,4046616,6888
ENSMUSG00000004768,Rab23,chr1,33758945,33781645,86596
ENSMUSG00000004771,Rab11a,chr9,64581321,64645054,23253
ENSMUSG00000004788,Eif2b2,chr12,85266207,85273402,11017
ENSMUSG00000004789,Dlst,chr12,85157027,85182486,35554
ENSMUSG00000004791,Pgf,chr12,85213409,85224564,6210
ENSMUSG00000004798,Ulk2,chr11,61665841,61746170,100417
ENSMUSG00000004814,Ccl24,chr5,135598668,135601905,2749
ENSMUSG00000004815,Dgkq,chr5,108793606,108817538,48882
ENSMUSG00000004821,Tmed11,chr5,108925101,108943229,763
ENSMUSG00000004837,Grap,chr11,61544051,61563610,4814
ENSMUSG00000004842,Pou1f1,chr16,65317397,65331183,3718
ENSMUSG00000004843,Chmp2b,chr16,65336014,65359666,10971
ENSMUSG00000004846,Plod3,chr5,137015827,137025502,39569
ENSMUSG00000004849,Ap1s1,chr5,137063847,137075005,12363
ENSMUSG00000004864,Mapk13,chr17,28987747,28999207,17881
ENSMUSG00000004865,Srpk1,chr17,28806622,28841683,41677
ENSMUSG00000004872,Pax3,chr1,78077904,78173771,7237
ENSMUSG00000004880,Lbr,chr1,181641631,181672984,132329
ENSMUSG00000004885,Crabp2,chr3,87855973,87860683,931
ENSMUSG00000004891,Nes,chr3,87878385,87887758,12120
ENSMUSG00000004892,Bcan,chr3,87894835,87910177,140509
ENSMUSG00000004894,Hapln2,chr3,87926800,87934890,30956
ENSMUSG00000004895,Prcc,chr3,87766210,87792915,12187
ENSMUSG00000004896,Mettl25b,chr3,87829903,87838024,17443
ENSMUSG00000004897,Hdgf,chr3,87813378,87823439,4990
ENSMUSG00000004902,Slc25a18,chr6,120750346,120777941,45468
ENSMUSG00000004929,Thop1,chr10,80905851,80919296,67488
ENSMUSG00000004931,Apba3,chr10,81102794,81109080,47542
ENSMUSG00000004933,Matk,chr10,81088301,81102355,175883
ENSMUSG00000004934,Pias4,chr10,80989100,81003757,21078
ENSMUSG00000004936,Map2k1,chr9,64093048,64160992,16940
ENSMUSG00000004937,Sgta,chr10,80879898,80896088,85399
ENSMUSG00000004939,Nmrk2,chr10,81033854,81037888,8139
ENSMUSG00000004945,Tmem242,chr17,5460524,5490535,9608
ENSMUSG00000004947,Dtx2,chr5,136023651,136061737,48989
ENSMUSG00000004948,Zp3,chr5,136008953,136017478,2567
ENSMUSG00000004951,Hspb1,chr5,135916760,135918417,5507
ENSMUSG00000004952,Rasa4,chr5,136112766,136140715,31853
ENSMUSG00000004961,Syt5,chr7,4542756,4550922,19234
ENSMUSG00000004980,Hnrnpa2b1,chr6,51435248,51448049,17178
ENSMUSG00000004988,Fxyd4,chr6,117910299,117914653,12591
ENSMUSG00000004994,Yju2b,chr8,84984397,84997043,10536
ENSMUSG00000004996,Mri1,chr8,84976535,84983968,14525
ENSMUSG00000005034,Prkacb,chr3,146435311,146518793,35170
ENSMUSG00000005043,Sgsh,chr11,119234251,119246374,25812
ENSMUSG00000005045,Chd5,chr4,152423077,152474651,47247
ENSMUSG00000005054,Cstb,chr10,78261499,78263991,4464
ENSMUSG00000005057,Sh2b2,chr5,136246996,136275410,74988
ENSMUSG00000005069,Pex5,chr6,124373564,124392103,59383
ENSMUSG00000005078,Jkamp,chr12,72132287,72148345,24853
ENSMUSG00000005087,Cd44,chr2,102641486,102732010,49550
ENSMUSG00000005089,Slc1a2,chr2,102488574,102621129,78601
ENSMUSG00000005102,Eif2ak4,chr2,118218950,118305868,99503
ENSMUSG00000005103,Wdr1,chr5,38682113,38720564,30032
ENSMUSG00000005107,Slc2a9,chr5,38506616,38660486,18574
ENSMUSG00000005124,Ccn4,chr15,66763060,66795050,17560
ENSMUSG00000005125,Ndrg1,chr15,66801166,66841835,27470
ENSMUSG00000005131,4930550C14Rik,chr9,53313625,53345728,20133
ENSMUSG00000005142,Man2b1,chr8,85809885,85825361,81481
ENSMUSG00000005148,Klf5,chr14,99536086,99552473,20640
ENSMUSG00000005150,Wdr83,chr8,85801663,85807935,10191
ENSMUSG00000005161,Prdx2,chr8,85693354,85702350,43175
