gene_id,gene_symbol,exon_length_bp
ENSMUSG00000004099,Dnmt1,101153
ENSMUSG00000004100,Ppan,14476
ENSMUSG00000004105,Angptl2,42592
ENSMUSG00000004110,Cacna1e,22102
ENSMUSG00000004113,Cacna1b,77505
ENSMUSG00000004127,Trmt10a,74903
ENSMUSG00000004151,Etv1,95316
ENSMUSG00000004187,Kifc2,277075
ENSMUSG00000004207,Psap,43223
ENSMUSG00000004221,Ikbkg,135127
ENSMUSG00000004231,Pax2,15851
ENSMUSG00000004233,Wars2,42106
ENSMUSG00000004263,Atn1,30260
ENSMUSG00000004264,Phb2,1318
ENSMUSG00000004266,Ptpn6,8911
ENSMUSG00000004267,Eno2,54555
ENSMUSG00000004268,Emg1,14805
ENSMUSG00000004270,Lpcat3,23636
ENSMUSG00000004285,Atp6v1f,6585
ENSMUSG00000004296,Il12b,7699
ENSMUSG00000004317,Clcn5,54181
ENSMUSG00000004319,Clcn3,222668
ENSMUSG00000004328,Hif3a,13527
ENSMUSG00000004341,Gpx6,1340
ENSMUSG00000004344,Gpx5,1674
ENSMUSG00000004347,Pde1c,70329
ENSMUSG00000004356,Utp20,17350
ENSMUSG00000004359,Spic,8335
ENSMUSG00000004360,9330159F19Rik,39489
ENSMUSG00000004364,Cul3,42798
ENSMUSG00000004366,Sst,12468
ENSMUSG00000004371,Il11,5718
ENSMUSG00000004383,Large1,46773
ENSMUSG00000004393,Ddx56,20523
ENSMUSG00000004394,Tmed4,18466
ENSMUSG00000004415,Col26a1,16557
ENSMUSG00000004446,Bid,41763
ENSMUSG00000004451,Ralb,120664
ENSMUSG00000004455,Ppp1cc,3904
ENSMUSG00000004460,Dnajb11,15195
ENSMUSG00000004462,Tbccd1,58255
ENSMUSG00000004473,Clec11a,3029
ENSMUSG00000004500,Zfp324,5027
ENSMUSG00000004508,Gab2,12863
ENSMUSG00000004530,Coro1c,53980
ENSMUSG00000004535,Tax1bp1,127892
ENSMUSG00000004540,Psg17,2100
ENSMUSG00000004542,Psg19,3850
ENSMUSG00000004552,Ctse,6528
ENSMUSG00000004558,Ndrg2,316426
ENSMUSG00000004561,Mettl17,18411
ENSMUSG00000004562,Arhgef40,175815
ENSMUSG00000004565,Pnpla6,96646
ENSMUSG00000004567,Mcoln1,30866
ENSMUSG00000004568,Arhgef18,25585
ENSMUSG00000004591,Pkn2,31080
ENSMUSG00000004609,Cd33,36020
ENSMUSG00000004610,Etfb,12717
ENSMUSG00000004612,Nkg7,2491
ENSMUSG00000004626,Stxbp2,18438
ENSMUSG00000004630,Pcp2,4480
ENSMUSG00000004631,Sgce,95535
ENSMUSG00000004633,Chn2,25977
ENSMUSG00000004637,Wwox,47859
ENSMUSG00000004642,Slbp,19713
ENSMUSG00000004651,Tyr,6042
ENSMUSG00000004654,Ghrhr,3111
ENSMUSG00000004655,Aqp1,5878
ENSMUSG00000004661,Arid3b,25926
ENSMUSG00000004665,Cnn2,11397
ENSMUSG00000004667,Polr2e,12889
ENSMUSG00000004668,Abca13,16603
ENSMUSG00000004677,Myo9b,190988
ENSMUSG00000004698,Hdac9,139803
ENSMUSG00000004707,Ly9,6920
ENSMUSG00000004709,Cd244a,7484
ENSMUSG00000004730,Adgre1,37241
ENSMUSG00000004748,Mtfp1,6888
ENSMUSG00000004768,Rab23,86596
ENSMUSG00000004771,Rab11a,23253
ENSMUSG00000004788,Eif2b2,11017
ENSMUSG00000004789,Dlst,35554
ENSMUSG00000004791,Pgf,6210
ENSMUSG00000004798,Ulk2,100417
ENSMUSG00000004814,Ccl24,2749
ENSMUSG00000004815,Dgkq,48882
ENSMUSG00000004821,Tmed11,763
ENSMUSG00000004837,Grap,4814
ENSMUSG00000004842,Pou1f1,3718
ENSMUSG00000004843,Chmp2b,10971
ENSMUSG00000004846,Plod3,39569
ENSMUSG00000004849,Ap1s1,12363
ENSMUSG00000004864,Mapk13,17881
ENSMUSG00000004865,Srpk1,41677
ENSMUSG00000004872,Pax3,7237
ENSMUSG00000004880,Lbr,132329
ENSMUSG00000004885,Crabp2,931
ENSMUSG00000004891,Nes,12120
ENSMUSG00000004892,Bcan,140509
ENSMUSG00000004894,Hapln2,30956
ENSMUSG00000004895,Prcc,12187
ENSMUSG00000004896,Mettl25b,17443
ENSMUSG00000004897,Hdgf,4990
ENSMUSG00000004902,Slc25a18,45468
ENSMUSG00000004929,Thop1,67488
ENSMUSG00000004931,Apba3,47542
ENSMUSG00000004933,Matk,175883
ENSMUSG00000004934,Pias4,21078
ENSMUSG00000004936,Map2k1,16940
ENSMUSG00000004937,Sgta,85399
ENSMUSG00000004939,Nmrk2,8139
ENSMUSG00000004945,Tmem242,9608
ENSMUSG00000004947,Dtx2,48989
ENSMUSG00000004948,Zp3,2567
ENSMUSG00000004951,Hspb1,5507
ENSMUSG00000004952,Rasa4,31853
ENSMUSG00000004961,Syt5,19234
ENSMUSG00000004980,Hnrnpa2b1,17178
ENSMUSG00000004988,Fxyd4,12591
ENSMUSG00000004994,Yju2b,10536
ENSMUSG00000004996,Mri1,14525
ENSMUSG00000005034,Prkacb,35170
ENSMUSG00000005043,Sgsh,25812
ENSMUSG00000005045,Chd5,47247
ENSMUSG00000005054,Cstb,4464
ENSMUSG00000005057,Sh2b2,74988
ENSMUSG00000005069,Pex5,59383
ENSMUSG00000005078,Jkamp,24853
ENSMUSG00000005087,Cd44,49550
ENSMUSG00000005089,Slc1a2,78601
ENSMUSG00000005102,Eif2ak4,99503
ENSMUSG00000005103,Wdr1,30032
ENSMUSG00000005107,Slc2a9,18574
ENSMUSG00000005124,Ccn4,17560
ENSMUSG00000005125,Ndrg1,27470
ENSMUSG00000005131,4930550C14Rik,20133
ENSMUSG00000005142,Man2b1,81481
ENSMUSG00000005148,Klf5,20640
ENSMUSG00000005150,Wdr83,10191
ENSMUSG00000005161,Prdx2,43175
ENSMUSG00000005198,Polr2a,20352
ENSMUSG00000005202,Shbg,2682
ENSMUSG00000005204,Senp3,27873
ENSMUSG00000005220,Corin,20429
ENSMUSG00000005225,Plekha8,46870
ENSMUSG00000005232,G6pc2,3668
ENSMUSG00000005233,Spc25,20443
ENSMUSG00000005237,Dnah2,29480
ENSMUSG00000005251,Ripk4,3591
ENSMUSG00000005262,Ufd1,18036
ENSMUSG00000005267,Zfp287,23428
ENSMUSG00000005268,Prlr,60060
ENSMUSG00000005299,Letm1,84052
ENSMUSG00000005312,Ubqln1,33580
ENSMUSG00000005320,Fgfr4,37057
ENSMUSG00000005338,Cadm3,10794
ENSMUSG00000005339,Fcer1a,1933
ENSMUSG00000005354,Txn2,8776
ENSMUSG00000005355,Casp14,4552
ENSMUSG00000005357,Slc1a6,6231
ENSMUSG00000005360,Slc1a3,95244
ENSMUSG00000005362,Crbn,40195
ENSMUSG00000005364,Il5ra,15677
ENSMUSG00000005370,Msh6,25652
ENSMUSG00000005371,Fbxo11,60742
ENSMUSG00000005373,Mlxipl,9912
ENSMUSG00000005374,Tbl2,21105
ENSMUSG00000005378,Bud23,14781
ENSMUSG00000005397,Nid1,29933
ENSMUSG00000005410,Mcm5,50222
ENSMUSG00000005413,Hmox1,1577
ENSMUSG00000005417,Mprip,633819
ENSMUSG00000005442,Cic,20475
ENSMUSG00000005447,Pafah1b3,20868
ENSMUSG00000005465,Il27ra,9097
ENSMUSG00000005469,Prkaca,23232
ENSMUSG00000005470,Asf1b,7131
ENSMUSG00000005474,Myl10,6263
ENSMUSG00000005481,Ddx39a,15589
ENSMUSG00000005483,Dnajb1,12725
ENSMUSG00000005493,Msh4,9481
ENSMUSG00000005501,Usp40,53821
ENSMUSG00000005503,Evx1,3911
ENSMUSG00000005505,Kbtbd4,35738
ENSMUSG00000005506,Celf1,157795
ENSMUSG00000005510,Ndufs3,23201
ENSMUSG00000005514,Por,26452
ENSMUSG00000005533,Igf1r,65973
ENSMUSG00000005534,Insr,9385
ENSMUSG00000005540,Fcer2a,8321
ENSMUSG00000005547,Cyp2a5,4061
ENSMUSG00000005553,Atp4a,6967
ENSMUSG00000005566,Trim28,52016
ENSMUSG00000005575,Ube2m,12212
ENSMUSG00000005580,Adcy9,72026
ENSMUSG00000005583,Mef2c,891567
ENSMUSG00000005609,Ctr9,17080
ENSMUSG00000005610,Eif4g2,15732
ENSMUSG00000005611,Irag1,12175
ENSMUSG00000005615,Pcyt1a,44971
ENSMUSG00000005621,Zfp592,39856
ENSMUSG00000005625,Psmd4,53804
ENSMUSG00000005628,Tmod4,51735
ENSMUSG00000005640,Insrr,5114
ENSMUSG00000005649,Cabp5,3198
ENSMUSG00000005656,Snx6,46739
ENSMUSG00000005667,Mthfd2,17456
ENSMUSG00000005672,Kit,47301
ENSMUSG00000005674,Tomm40l,79116
ENSMUSG00000005677,Nr1i3,25378
ENSMUSG00000005681,Apoa2,36235
ENSMUSG00000005682,Pan2,111457
ENSMUSG00000005683,Cs,43627
ENSMUSG00000005686,Ampd3,31543
ENSMUSG00000005687,Bcas2,8403
ENSMUSG00000005696,Sh2d1a,4705
ENSMUSG00000005698,Ctcf,57023
ENSMUSG00000005699,Pard6a,10153
ENSMUSG00000005705,Agrp,2844
ENSMUSG00000005716,Pvalb,19329
ENSMUSG00000005718,Tfap4,7437
ENSMUSG00000005732,Ranbp1,17049
ENSMUSG00000005763,Cd247,17047
ENSMUSG00000005774,Rfx5,41559
ENSMUSG00000005779,Psmb4,5310
ENSMUSG00000005800,Mmp8,4256
ENSMUSG00000005802,Slc30a4,16950
ENSMUSG00000005803,Sqor,20261
ENSMUSG00000005804,Bloc1s6,10239
ENSMUSG00000005813,Metap1,36340
ENSMUSG00000005823,Gpr108,72998
ENSMUSG00000005824,Tnfsf14,1888
ENSMUSG00000005836,Gata6,77877
ENSMUSG00000005846,Rsl1d1,19183
ENSMUSG00000005864,Cnga2,3064
ENSMUSG00000005871,Apc,160074
ENSMUSG00000005873,Reep5,16844
ENSMUSG00000005881,Ergic3,29103
ENSMUSG00000005882,Uqcc1,59938
ENSMUSG00000005883,Spo11,8373
ENSMUSG00000005886,Ncoa2,82848
ENSMUSG00000005891,Prl4a1,876
ENSMUSG00000005892,Trh,8680
ENSMUSG00000005893,Nr2c2,109675
ENSMUSG00000005897,Nr2c1,52794
ENSMUSG00000005899,Smpd4,49257
ENSMUSG00000005907,Pex1,26971
ENSMUSG00000005917,Otx1,11599
ENSMUSG00000005936,Kctd20,37722
ENSMUSG00000005947,Itgae,5490
ENSMUSG00000005949,Ctns,42872
ENSMUSG00000005950,P2rx5,16000
ENSMUSG00000005951,Shpk,13680
ENSMUSG00000005952,Trpv1,8371
ENSMUSG00000005958,Ephb3,17157
ENSMUSG00000005968,Tuft1,14443
ENSMUSG00000005973,Rcn1,13058
ENSMUSG00000005980,Dnase1,2766
ENSMUSG00000005981,Trap1,45311
ENSMUSG00000005982,Naa60,21889
ENSMUSG00000005983,1700037C18Rik,5006
ENSMUSG00000005986,Ankrd13d,22118
ENSMUSG00000005994,Tyrp1,5389
ENSMUSG00000006005,Tpr,60682
ENSMUSG00000006007,Pdc,7143
ENSMUSG00000006010,Odr4,80708
ENSMUSG00000006014,Prg4,26738
ENSMUSG00000006019,Dhx34,61562
ENSMUSG00000006021,Kptn,34112
ENSMUSG00000006024,Napa,42457
ENSMUSG00000006050,Sra1,5840
ENSMUSG00000006056,Calcoco2,5940
ENSMUSG00000006057,Atp5mc1,22413
ENSMUSG00000006058,Snf8,7838
ENSMUSG00000006095,Tbcb,17121
ENSMUSG00000006127,Inpp5k,33878
ENSMUSG00000006134,Crkl,21059
ENSMUSG00000006143,Upk3bl,2242
ENSMUSG00000006154,Eps8l1,22755
ENSMUSG00000006169,Clint1,52119
ENSMUSG00000006179,Prss16,7436
ENSMUSG00000006191,Cdkal1,39830
ENSMUSG00000006200,Rhox6,2017
ENSMUSG00000006204,Cdcp3,11506
ENSMUSG00000006205,Htra1,35927
ENSMUSG00000006215,Zbtb17,93349
ENSMUSG00000006216,Clcnkb,6316
ENSMUSG00000006218,Fam131c,3096
ENSMUSG00000006219,Fblim1,124529
ENSMUSG00000006221,Hspb7,9062
ENSMUSG00000006235,Epor,4944
ENSMUSG00000006241,Ccdc159,9601
ENSMUSG00000006262,Mob1b,28684
ENSMUSG00000006269,Atp6v1b1,3674
ENSMUSG00000006270,Vax1,1044
ENSMUSG00000006273,Atp6v1b2,39244
ENSMUSG00000006276,Eps15l1,112958
ENSMUSG00000006281,Tep1,10112
ENSMUSG00000006288,Ttc5,28289
ENSMUSG00000006289,Osgep,15389
ENSMUSG00000006299,Aamp,25684
ENSMUSG00000006301,Tmbim1,18025
ENSMUSG00000006304,Arpc2,16136
ENSMUSG00000006307,Kmt2b,27741
ENSMUSG00000006310,Zbtb32,9317
ENSMUSG00000006311,Etv2,5061
ENSMUSG00000006313,Upk1a,1428
ENSMUSG00000006315,Tmem147,22726
ENSMUSG00000006333,Rps9,14524
ENSMUSG00000006335,Tfpt,21404
ENSMUSG00000006342,Susd2,9213
ENSMUSG00000006344,Ggt5,9086
ENSMUSG00000006345,Ggt1,104731
ENSMUSG00000006356,Crip2,16940
ENSMUSG00000006360,Crip1,2058
ENSMUSG00000006362,Cbfa2t3,30761
ENSMUSG00000006369,Fbln1,36352
ENSMUSG00000006373,Pgrmc1,5642
ENSMUSG00000006378,Gcat,9993
ENSMUSG00000006386,Tek,72063
ENSMUSG00000006389,Mpl,7593
ENSMUSG00000006390,Elovl1,17558
ENSMUSG00000006392,Med8,21052
ENSMUSG00000006395,Hyi,936
ENSMUSG00000006398,Cdc20,7233
ENSMUSG00000006403,Adamts4,22478
ENSMUSG00000006411,Nectin4,14672
ENSMUSG00000006412,Pfdn2,7226
ENSMUSG00000006418,Rnf114,30908
ENSMUSG00000006423,Steep1,33526
ENSMUSG00000006435,Neurl1a,49846
ENSMUSG00000006442,Srm,9203
ENSMUSG00000006445,Epha2,3924
ENSMUSG00000006456,Rbm14,8422
ENSMUSG00000006457,Actn3,73518
ENSMUSG00000006463,Zdhhc24,2558
ENSMUSG00000006464,Bbs1,18397
ENSMUSG00000006469,Slc34a3,2183
ENSMUSG00000006471,Ndor1,38063
ENSMUSG00000006476,Nsmf,107966
ENSMUSG00000006488,Prl7a1,3194
ENSMUSG00000006490,Prl8a9,942
ENSMUSG00000006494,Pdk1,53570
ENSMUSG00000006498,Ptbp1,26334
ENSMUSG00000006517,Mvd,9765
ENSMUSG00000006519,Cyba,14219
ENSMUSG00000006522,Itih3,5097
ENSMUSG00000006526,Stimate,21498
ENSMUSG00000006527,Sfmbt1,74404
ENSMUSG00000006529,Itih1,26034
ENSMUSG00000006538,Ihh,2474
ENSMUSG00000006542,Prkag3,7442
ENSMUSG00000006546,Cryba2,720
ENSMUSG00000006567,Atp7b,10580
ENSMUSG00000006570,Defb2,325
ENSMUSG00000006574,Slc4a1,8896
ENSMUSG00000006575,Rundc3a,59460
ENSMUSG00000006576,Slc4a3,151767
ENSMUSG00000006585,Cdt1,13071
ENSMUSG00000006586,Runx1t1,34520
ENSMUSG00000006587,Snai3,3122
ENSMUSG00000006589,Aprt,4005
ENSMUSG00000006599,Gtf2h1,31927
ENSMUSG00000006611,Hfe,8090
ENSMUSG00000006638,Abhd1,1352
ENSMUSG00000006641,Slc5a6,38937
ENSMUSG00000006642,Tcf23,4140
ENSMUSG00000006649,Nphs1,8512
ENSMUSG00000006651,Aplp1,51068
ENSMUSG00000006673,Qrich1,189324
ENSMUSG00000006675,P4htm,16116
ENSMUSG00000006676,Usp19,29006
ENSMUSG00000006678,Pola1,44707
ENSMUSG00000006699,Cdc42,70593
ENSMUSG00000006705,Pknox1,75314
ENSMUSG00000006711,D130043K22Rik,87204
ENSMUSG00000006715,Gmnn,19304
ENSMUSG00000006717,Acot13,4261
ENSMUSG00000006720,Zfp184,11310
ENSMUSG00000006724,Cyp27b1,2380
ENSMUSG00000006728,Cdk4,22200
ENSMUSG00000006731,B4galnt1,134042
ENSMUSG00000006732,Mettl1,9356
ENSMUSG00000006736,Tspan31,10975
ENSMUSG00000006740,Kif5b,76289
ENSMUSG00000006763,Saal1,33325
ENSMUSG00000006764,Tph2,2626
ENSMUSG00000006777,Krt23,3492
ENSMUSG00000006782,Cnp,14675
ENSMUSG00000006784,Odad4,12342
ENSMUSG00000006800,Sulf2,114340
ENSMUSG00000006818,Sod2,44276
ENSMUSG00000006850,Tmco6,10376
ENSMUSG00000006906,Stambp,23337
ENSMUSG00000006920,Ezh1,112221
ENSMUSG00000006930,Hap1,22276
ENSMUSG00000006931,P3h4,19863
ENSMUSG00000006932,Ctnnb1,63182
ENSMUSG00000006941,Eif1b,5108
ENSMUSG00000006948,Klk4,1252
ENSMUSG00000006958,Chrd,78190
ENSMUSG00000006998,Psmd2,53864
ENSMUSG00000007021,Syngr3,17034
ENSMUSG00000007029,Vars1,41996
ENSMUSG00000007030,Vwa7,24457
ENSMUSG00000007033,Hspa1l,2487
ENSMUSG00000007034,Slc44a4,4587
ENSMUSG00000007035,Msh5,16097
ENSMUSG00000007036,Abhd16a,37614
ENSMUSG00000007038,Neu1,26931
ENSMUSG00000007039,Ddah2,36051
ENSMUSG00000007041,Clic1,13768
ENSMUSG00000007050,Lsm2,6837
ENSMUSG00000007080,Pole,20184
ENSMUSG00000007097,Atp1a2,133524
ENSMUSG00000007107,Atp1a4,3470
ENSMUSG00000007122,Casq1,40735
ENSMUSG00000007207,Stx1a,19611
ENSMUSG00000007209,Ceacam9,1396
ENSMUSG00000007216,Zfp775,15066
ENSMUSG00000007279,Scube2,19654
ENSMUSG00000007338,Mrpl49,14026
ENSMUSG00000007379,Dennd2c,66267
ENSMUSG00000007411,Mark3,200158
ENSMUSG00000007415,Gatad1,18472
ENSMUSG00000007440,Pcdha10,5365
ENSMUSG00000007457,2310003L06Rik,1603
ENSMUSG00000007458,M6pr,16975
ENSMUSG00000007476,Lrrc8a,47583
ENSMUSG00000007480,Mc5r,3996
ENSMUSG00000007564,Ppp2r1a,21236
ENSMUSG00000007570,Fance,5772
ENSMUSG00000007589,Tinf2,20703
ENSMUSG00000007591,Tssk4,8246
ENSMUSG00000007594,Hapln4,10251
ENSMUSG00000007603,Dus3l,29799
ENSMUSG00000007610,Gtpbp3,28997
ENSMUSG00000007613,Tgfbr1,62481
ENSMUSG00000007617,Homer1,83442
ENSMUSG00000007646,Rad51c,28732
ENSMUSG00000007653,Gabrb2,53198
ENSMUSG00000007655,Cav1,21638
ENSMUSG00000007656,Arpp19,35893
ENSMUSG00000007659,Bcl2l1,47781
ENSMUSG00000007670,Khsrp,23115
ENSMUSG00000007682,Dio2,6426
ENSMUSG00000007721,Ccdc124,22299
ENSMUSG00000007739,Cct4,56625
ENSMUSG00000007777,Trappc2b,17564
ENSMUSG00000007783,Cpt1c,77540
ENSMUSG00000007805,Twist2,6876
ENSMUSG00000007812,Zfp655,109647
ENSMUSG00000007815,Rhoa,40235
ENSMUSG00000007817,Zmiz1,30774
ENSMUSG00000007827,Ankrd26,29641
ENSMUSG00000007833,Aldh16a1,44387
ENSMUSG00000007836,Hnrnpa0,2678
ENSMUSG00000007837,Prrg2,21223
ENSMUSG00000007850,Hnrnph1,85582
ENSMUSG00000007867,Ift43,8057
ENSMUSG00000007872,Id3,3394
ENSMUSG00000007877,Tcap,948
ENSMUSG00000007880,Arid1a,46456
ENSMUSG00000007888,Crlf1,6758
ENSMUSG00000007891,Ctsd,40647
ENSMUSG00000007892,Rplp1,7261
ENSMUSG00000007907,Cabs1,2657
ENSMUSG00000007908,Hmgcll1,37280
ENSMUSG00000007944,Ttc9b,6132
ENSMUSG00000007946,Phox2a,1615
ENSMUSG00000007950,Abhd8,12810
ENSMUSG00000007987,Ift22,10406
ENSMUSG00000007989,Fzd3,40131
ENSMUSG00000008028,1700008O03Rik,2048
ENSMUSG00000008035,Mid1ip1,17886
ENSMUSG00000008036,Ap2s1,23143
ENSMUSG00000008090,Fgfrl1,90723
ENSMUSG00000008129,Brme1,15597
ENSMUSG00000008136,Fhl2,61372
ENSMUSG00000008140,Emc10,36267
ENSMUSG00000008153,Clstn3,68482
ENSMUSG00000008167,Fbxw9,7496
ENSMUSG00000008193,Spib,5572
ENSMUSG00000008200,Fnbp4,9382
ENSMUSG00000008206,Cers4,105303
ENSMUSG00000008226,Scrn3,84215
ENSMUSG00000008301,Phax,10384
ENSMUSG00000008305,Tle1,422374
ENSMUSG00000008307,1700109H08Rik,1554
ENSMUSG00000008318,Relt,26288
ENSMUSG00000008333,Snrpb2,25474
ENSMUSG00000008348,Ubc,15728
ENSMUSG00000008373,Prpf31,32067
ENSMUSG00000008384,Sertad1,9794
ENSMUSG00000008393,Carhsp1,26867
ENSMUSG00000008398,Elk3,21731
ENSMUSG00000008429,Herpud2,53342
ENSMUSG00000008435,Rdh13,13032
ENSMUSG00000008438,Adam21,2918
ENSMUSG00000008450,Nutf2,47373
ENSMUSG00000008461,Fut1,6682
ENSMUSG00000008475,Arpc5,7344
ENSMUSG00000008482,Rnf151,5431
ENSMUSG00000008489,Elavl2,248469
ENSMUSG00000008496,Pou2f2,41110
ENSMUSG00000008540,Mgst1,7121
ENSMUSG00000008575,Nfib,116769
ENSMUSG00000008590,Htr3b,4485
ENSMUSG00000008601,Rab25,2272
ENSMUSG00000008604,Ubqln4,54130
ENSMUSG00000008658,Rbfox1,35662
ENSMUSG00000008668,Rps18,3272
ENSMUSG00000008682,Rpl10,4937
ENSMUSG00000008683,Rps15a,62479
ENSMUSG00000008690,Ncaph2,130893
ENSMUSG00000008730,Hipk1,84050
ENSMUSG00000008734,Gprc5b,31636
ENSMUSG00000008763,Man1a2,49868
ENSMUSG00000008789,Ceacam5,3273
ENSMUSG00000008813,Tppp2,2048
ENSMUSG00000008822,Acyp1,4491
ENSMUSG00000008843,Cldn13,2175
ENSMUSG00000008845,Cd163,25939
ENSMUSG00000008855,Hdac5,119426
ENSMUSG00000008859,Rala,21408
ENSMUSG00000008874,Clec3a,591
ENSMUSG00000008892,Vdac3,41113
ENSMUSG00000008932,Slc1a7,8826
ENSMUSG00000008958,Vps72,5861
ENSMUSG00000008976,Gabpa,76161
ENSMUSG00000008999,Bmp7,11887
ENSMUSG00000009013,Dynll1,15927
ENSMUSG00000009030,Pdcl,13815
ENSMUSG00000009035,Tmem184b,109486
ENSMUSG00000009047,Krtap13-23,833
ENSMUSG00000009070,Rsph14,10003
ENSMUSG00000009073,Nf2,109920
ENSMUSG00000009075,Cabp7,9055
ENSMUSG00000009076,Zmat5,12093
ENSMUSG00000009079,Ewsr1,395414
ENSMUSG00000009090,Ap1b1,120313
ENSMUSG00000009092,Derl3,3801
ENSMUSG00000009093,Gstt4,5351
ENSMUSG00000009097,Tbx1,5094
ENSMUSG00000009108,Gnat2,8144
ENSMUSG00000009112,Bcl2l13,61968
ENSMUSG00000009114,2610028H24Rik,4994
ENSMUSG00000009115,Spatc1l,5012
ENSMUSG00000009145,Dqx1,9549
ENSMUSG00000009185,Ccl8,1443
ENSMUSG00000009207,Lnpk,53836
ENSMUSG00000009210,Prr29,13347
ENSMUSG00000009214,Mymk,5225
ENSMUSG00000009216,Fam163b,15337
ENSMUSG00000009246,Trpm5,4123
ENSMUSG00000009248,Ascl2,2426
ENSMUSG00000009281,Rarres2,14457
ENSMUSG00000009291,Pttg1ip,17539
ENSMUSG00000009292,Trpm2,60863
ENSMUSG00000009293,Ube2g2,17099
ENSMUSG00000009350,Mpo,5161
ENSMUSG00000009356,Lpo,14234
ENSMUSG00000009376,Met,17413
ENSMUSG00000009378,Slc16a12,35967
ENSMUSG00000009394,Syn2,90186
ENSMUSG00000009406,Elk1,25353
ENSMUSG00000009418,Nav1,40773
ENSMUSG00000009470,Tnpo1,91109
ENSMUSG00000009471,Myod1,3774
ENSMUSG00000009487,Otog,13602
ENSMUSG00000009535,Rnmt,73770
ENSMUSG00000009545,Kcnq1,15807
ENSMUSG00000009549,Srp14,26183
ENSMUSG00000009555,Cdk9,26217
ENSMUSG00000009563,Tor2a,6506
ENSMUSG00000009566,Fpgs,4468
ENSMUSG00000009569,Mrtfb,69817
ENSMUSG00000009575,Cbx5,159991
ENSMUSG00000009580,Odam,2242
ENSMUSG00000009585,Apobec3,29768
ENSMUSG00000009588,St6galnac1,2392
ENSMUSG00000009596,Taf7l,7452
ENSMUSG00000009614,Sardh,53927
ENSMUSG00000009621,Vav2,97185
ENSMUSG00000009628,Tex15,8405
ENSMUSG00000009630,Ppp2cb,10863
ENSMUSG00000009633,G0s2,13907
ENSMUSG00000009640,Dmap1,58617
ENSMUSG00000009646,Pla2g12b,7113
ENSMUSG00000009647,Mcu,9424
ENSMUSG00000009654,Oit3,2819
ENSMUSG00000009670,Tex11,15194
ENSMUSG00000009681,Bcr,25239
ENSMUSG00000009687,Fxyd5,13771
ENSMUSG00000009731,Kcnd1,5287
ENSMUSG00000009733,Tfcp2,76324
ENSMUSG00000009734,Pou6f2,7566
ENSMUSG00000009739,Pou6f1,35443
ENSMUSG00000009741,Ubp1,122284
ENSMUSG00000009772,Nuak2,6238
ENSMUSG00000009828,Cilk1,67016
ENSMUSG00000009863,Sdhb,35228
ENSMUSG00000009876,Cox4i2,4076
ENSMUSG00000009894,Snap47,123969
ENSMUSG00000009900,Wnt3a,2767
ENSMUSG00000009905,Kdsr,58715
ENSMUSG00000009907,Vps4b,43099
ENSMUSG00000009927,Rps25,18710
ENSMUSG00000009941,Nxf2,9312
ENSMUSG00000009995,Tafazzin,86247
ENSMUSG00000010021,Kif19a,3596
ENSMUSG00000010025,Aldh3a2,24258
ENSMUSG00000010044,Zmynd10,5229
ENSMUSG00000010045,Tmem115,2194
ENSMUSG00000010047,Hyal2,24279
ENSMUSG00000010048,Ifrd2,16697
ENSMUSG00000010051,Hyal1,7895
ENSMUSG00000010054,Tusc2,7355
ENSMUSG00000010057,Nprl2,10403
ENSMUSG00000010064,Slc38a3,60314
ENSMUSG00000010066,Cacna2d2,37768
ENSMUSG00000010067,Rassf1,12082
ENSMUSG00000010080,Epn3,8527
ENSMUSG00000010086,Rnf112,83365
ENSMUSG00000010095,Slc3a2,33132
ENSMUSG00000010097,Nxf1,18731
ENSMUSG00000010110,Stx5a,52973
ENSMUSG00000010122,Slc47a1,7971
ENSMUSG00000010136,Cimap3,4000
ENSMUSG00000010142,Tnfrsf13b,3549
ENSMUSG00000010154,Spire2,45304
ENSMUSG00000010175,Prox1,63594
ENSMUSG00000010205,Raver1,22433
ENSMUSG00000010277,Bltp2,155182
ENSMUSG00000010290,AI597479,18997
ENSMUSG00000010307,Tmem86a,3659
ENSMUSG00000010311,Optc,7393
ENSMUSG00000010342,Tex14,30562
ENSMUSG00000010358,Ifi35,6671
ENSMUSG00000010362,Rdm1,27243
ENSMUSG00000010376,Nedd8,7917
ENSMUSG00000010392,Gosr1,38677
ENSMUSG00000010406,Mrpl52,12765
ENSMUSG00000010435,Spaca7,2280
ENSMUSG00000010453,Kansl3,78751
ENSMUSG00000010461,Eya4,61028
ENSMUSG00000010476,Ebf3,28295
ENSMUSG00000010505,Myt1,21504
ENSMUSG00000010517,Faf1,131127
ENSMUSG00000010529,Gm266,1215
ENSMUSG00000010538,Tsacc,18267
ENSMUSG00000010554,Mettl16,138031
ENSMUSG00000010592,Dazl,11904
ENSMUSG00000010601,Apol7a,12963
ENSMUSG00000010607,Pigyl,6557
ENSMUSG00000010608,Rbm25,43963
ENSMUSG00000010609,Psen2,17979
ENSMUSG00000010651,Acaa1b,6057
ENSMUSG00000010660,Plcd1,17592
ENSMUSG00000010663,Fads1,62809
ENSMUSG00000010721,Lmbr1,131819
ENSMUSG00000010751,Tnfrsf22,15705
ENSMUSG00000010755,Cars1,70942
ENSMUSG00000010760,Phlda2,2362
ENSMUSG00000010796,Asz1,1851
ENSMUSG00000010797,Wnt2,14452
